rule,totalCount,totalCountP,dateCount,dateCountP,d1cMean,d2cMean,d3cMean,d4cMean,d5cMean,d6cMean,d1hMean,d2hMean,d3hMean,d4hMean,d5hMean,d6hMean,day1cip,day1hip,day2cip,day2hip,day3cip,day3hip,day4cip,day4hip,day5cip,day5hip,day6cip,day6hip
rule-2-5-6+10-11,1301930,35.29,1724,99.65,0.23,0.33,0.36,0.36,0.38,0.38,2.07,2.21,2.31,2.35,2.39,2.42,62.0,100.0,60.0,87.0,59.0,81.0,60.0,77.0,59.0,75.0,57.99999999999999,73.0
rule-2-5+7+10-11,175802,4.760000000000001,1557,90.0,0.26,0.42,0.43,0.35,0.26,0.23,1.86,2.13,2.25,2.2,2.11,2.08,56.00000000000001,100.0,57.99999999999999,82.0,56.99999999999999,76.0,56.00000000000001,73.0,56.00000000000001,70.0,55.00000000000001,68.0
rule-2-6+7+10-11,79232,2.15,1432,82.77,0.19,0.39,0.39,0.27,0.21,0.17,1.8,2.11,2.23,2.14,2.05,2.02,55.00000000000001,100.0,56.00000000000001,81.0,56.99999999999999,75.0,55.00000000000001,71.0,54.0,69.0,54.0,67.0
rule-3+4-5-6+10,407081,11.03,1719,99.36,0.26,0.25,0.22,0.16,0.15,0.16,2.44,2.47,2.45,2.4,2.38,2.39,60.0,100.0,56.99999999999999,89.0,57.99999999999999,82.0,56.99999999999999,78.0,56.00000000000001,75.0,56.00000000000001,73.0
rule-3+4-5+7+10,75723,2.0500000000000003,1423,82.25,0.23,0.38,0.36,0.29,0.12,0.02,1.88,2.14,2.22,2.19,2.06,1.96,56.00000000000001,100.0,56.99999999999999,81.0,56.99999999999999,75.0,55.00000000000001,71.0,53.0,68.0,52.0,66.0
rule-3+4-5+10-11,251724,6.819999999999999,1705,98.55000000000001,0.26,0.31,0.34,0.32,0.22,0.14,2.12,2.27,2.33,2.37,2.31,2.24,60.0,100.0,59.0,85.0,59.0,79.0,56.99999999999999,75.0,56.00000000000001,72.0,55.00000000000001,70.0
rule-3+4-6+7+10,32684,0.89,1263,73.00999999999999,0.19,0.41,0.47,0.39,0.21,0.13,1.81,2.15,2.31,2.31,2.17,2.05,56.00000000000001,100.0,56.99999999999999,79.0,56.00000000000001,73.0,54.0,70.0,52.0,67.0,52.0,65.0
rule-3+4-6+10-11,164918,4.47,1686,97.46000000000001,0.21,0.29,0.3,0.25,0.14,0.08,2.09,2.25,2.32,2.3,2.25,2.17,59.0,100.0,57.99999999999999,85.0,57.99999999999999,78.0,56.00000000000001,74.0,55.00000000000001,71.0,55.00000000000001,70.0
rule-3+4+7+10-11,70819,1.92,1397,80.75,0.23,0.4,0.39,0.33,0.17,0.06,1.9,2.17,2.27,2.26,2.13,2.03,56.99999999999999,100.0,56.99999999999999,81.0,56.99999999999999,75.0,55.00000000000001,72.0,54.0,68.0,53.0,67.0
rule-3-5-6+7+10,58431,1.58,1405,81.21000000000001,0.16,0.37,0.4,0.3,0.22,0.14,1.75,2.05,2.18,2.15,2.08,2.0,55.00000000000001,100.0,56.99999999999999,80.0,56.99999999999999,73.0,55.00000000000001,71.0,55.00000000000001,68.0,54.0,67.0
rule-3-5-6+10-11,1261434,34.19,1724,99.65,0.23,0.33,0.37,0.37,0.41,0.4,2.09,2.23,2.33,2.38,2.42,2.46,62.0,100.0,59.0,86.0,59.0,81.0,60.0,77.0,59.0,74.0,57.99999999999999,73.0
rule-3-5+7+10-11,161692,4.38,1526,88.21,0.25,0.45,0.47,0.42,0.33,0.3,1.85,2.15,2.29,2.27,2.2,2.17,56.00000000000001,100.0,57.99999999999999,82.0,57.99999999999999,75.0,56.00000000000001,73.0,56.00000000000001,71.0,55.00000000000001,68.0
rule-3-6+7+10-11,57500,1.5599999999999998,1389,80.28999999999999,0.15,0.37,0.43,0.34,0.26,0.19,1.78,2.06,2.23,2.21,2.14,2.07,54.0,100.0,56.99999999999999,80.0,56.99999999999999,74.0,55.00000000000001,71.0,55.00000000000001,69.0,54.0,68.0
rule+4-5-6+7+10,88367,2.39,1399,80.87,0.16,0.35,0.4,0.31,0.14,0.08,1.82,2.12,2.24,2.23,2.08,1.99,56.00000000000001,100.0,55.00000000000001,81.0,55.00000000000001,73.0,53.0,70.0,52.0,67.0,51.0,65.0
rule+4-5-6+10-11,309815,8.4,1699,98.21,0.23,0.29,0.29,0.24,0.13,0.06,2.06,2.24,2.28,2.26,2.21,2.13,60.0,100.0,57.99999999999999,86.0,57.99999999999999,79.0,56.00000000000001,75.0,54.0,72.0,54.0,69.0
rule+4-5+7+10-11,137392,3.7199999999999998,1479,85.49,0.22,0.38,0.4,0.3,0.1,0.0,1.87,2.15,2.27,2.23,2.08,1.96,56.99999999999999,100.0,56.00000000000001,82.0,56.00000000000001,75.0,55.00000000000001,72.0,53.0,68.0,52.0,66.0
rule+4-6+7+10-11,70943,1.92,1343,77.63,0.17,0.4,0.47,0.37,0.22,0.18,1.83,2.16,2.33,2.31,2.17,2.11,56.00000000000001,100.0,56.00000000000001,80.0,55.00000000000001,74.0,55.00000000000001,70.0,52.0,67.0,52.0,66.0
rule-5-6+7+10-11,98738,2.68,1451,83.87,0.18,0.42,0.47,0.38,0.33,0.29,1.78,2.12,2.29,2.26,2.2,2.18,55.00000000000001,100.0,56.99999999999999,81.0,56.99999999999999,75.0,56.00000000000001,72.0,54.0,69.0,54.0,67.0
rule+1-2-3+4-5+10,2920,0.08,190,10.979999999999999,0.84,1.4,2.12,2.43,2.69,2.94,3.95,4.66,5.29,5.68,5.94,6.26,61.0,100.0,62.0,76.0,63.0,74.0,64.0,75.0,68.0,74.0,68.0,76.0
rule+1-2-3+4-6+10,2100,0.06,175,10.12,0.82,1.52,2.15,2.45,2.97,3.1,3.92,4.74,5.4,5.66,6.1,6.5,61.0,100.0,62.0,76.0,62.0,73.0,63.0,73.0,69.0,74.0,67.0,75.0
rule+1-2-3+4+7+10,841,0.02,72,4.16,1.22,1.85,2.88,4.05,4.05,5.32,4.13,5.42,6.01,7.21,7.64,8.39,61.0,100.0,67.0,78.0,65.0,76.0,65.0,74.0,67.0,74.0,67.0,72.0
rule+1-2-3+4+10-11,2110,0.06,161,9.31,0.94,1.63,2.37,2.67,3.0,3.57,4.09,4.82,5.6,5.85,6.2,6.83,64.0,100.0,64.0,77.0,66.0,77.0,66.0,77.0,71.0,78.0,70.0,79.0
rule+1-2-3-5-6+10,10380,0.27999999999999997,310,17.919999999999998,0.98,0.7,0.46,0.18,0.09,-0.16,3.96,3.78,3.73,3.42,3.26,2.99,64.0,100.0,59.0,75.0,56.00000000000001,70.0,56.00000000000001,69.0,60.0,67.0,55.00000000000001,65.0
rule+1-2-3-5+7+10,1208,0.03,107,6.18,0.71,1.19,1.7,2.32,1.9,2.65,3.86,4.51,4.95,5.67,5.49,5.71,56.99999999999999,100.0,61.0,76.0,57.99999999999999,72.0,61.0,68.0,61.0,68.0,57.99999999999999,66.0
rule+1-2-3-5+10-11,10848,0.29,304,17.57,0.91,0.63,0.48,0.28,0.08,0.02,3.95,3.7,3.7,3.49,3.34,3.09,65.0,100.0,59.0,76.0,57.99999999999999,72.0,57.99999999999999,71.0,61.0,69.0,56.99999999999999,66.0
rule+1-2-3-6+7+10,357,0.01,70,4.05,0.77,1.71,1.76,2.79,2.72,3.4,3.8,5.12,5.39,5.83,6.37,6.64,56.99999999999999,100.0,63.0,74.0,61.0,71.0,59.0,66.0,59.0,64.0,56.99999999999999,64.0
rule+1-2-3-6+10-11,9709,0.26,290,16.76,0.99,0.62,0.21,-0.16,-0.36,-0.6,4.01,3.68,3.53,3.05,2.91,2.58,65.0,100.0,60.0,76.0,56.99999999999999,71.0,56.99999999999999,69.0,60.0,68.0,55.00000000000001,64.0
rule+1-2-3+7+10-11,1277,0.03,102,5.8999999999999995,0.91,1.41,1.86,2.28,1.81,2.37,4.01,4.82,5.23,5.78,5.46,5.59,57.99999999999999,100.0,62.0,77.0,60.0,73.0,63.0,70.0,62.0,70.0,57.99999999999999,67.0
rule+1-2+4-5-6+10,7615,0.21,298,17.23,0.81,1.96,2.72,3.31,3.8,4.23,3.56,4.85,5.82,6.47,6.97,7.45,61.0,100.0,62.0,80.0,62.0,76.0,63.0,73.0,65.0,73.0,63.0,74.0
rule+1-2+4-5+7+10,4570,0.12,218,12.6,1.01,2.29,3.28,3.62,3.96,4.65,3.45,5.2,6.28,6.85,7.11,7.78,64.0,100.0,66.0,83.0,63.0,79.0,62.0,73.0,63.0,72.0,65.0,73.0
rule+1-2+4-5+10-11,5108,0.13999999999999999,250,14.45,1.01,2.16,2.88,3.24,3.42,3.85,3.58,5.06,6.06,6.32,6.58,6.99,65.0,100.0,65.0,81.0,64.0,78.0,64.0,76.0,68.0,76.0,66.0,77.0
rule+1-2+4-6+7+10,3129,0.08,177,10.23,0.81,2.59,3.48,3.66,3.73,4.36,3.39,5.48,6.72,7.16,7.28,7.64,65.0,100.0,63.0,82.0,64.0,78.0,61.0,71.0,60.0,69.0,61.0,70.0
rule+1-2+4-6+10-11,4016,0.11,226,13.059999999999999,0.92,2.29,2.81,3.22,3.55,3.84,3.57,5.14,6.14,6.35,6.75,7.02,66.0,100.0,65.0,81.0,64.0,78.0,65.0,75.0,69.0,76.0,64.0,76.0
rule+1-2+4+7+10-11,3253,0.09,174,10.059999999999999,1.13,2.46,3.29,3.45,3.54,4.2,3.48,5.49,6.61,6.8,6.87,7.35,68.0,100.0,64.0,83.0,64.0,78.0,60.0,74.0,63.0,72.0,64.0,73.0
rule+1-2-5-6+7+10,3004,0.08,185,10.69,0.76,2.32,3.22,3.38,3.47,4.14,3.4,5.23,6.45,6.89,6.94,7.36,63.0,100.0,61.0,82.0,61.0,77.0,60.0,70.0,57.99999999999999,69.0,60.0,68.0
rule+1-2-5-6+10-11,12033,0.33,338,19.54,0.89,1.13,1.03,0.96,0.86,0.8,3.68,4.03,4.25,4.12,4.07,3.92,66.0,100.0,61.0,78.0,56.99999999999999,74.0,59.0,71.0,61.0,70.0,56.00000000000001,69.0
rule+1-2-5+7+10-11,3504,0.09,197,11.39,0.9,2.14,2.81,2.88,2.78,3.48,3.41,5.12,6.13,6.23,6.1,6.51,64.0,100.0,63.0,82.0,61.0,77.0,57.99999999999999,72.0,61.0,70.0,61.0,70.0
rule+1-2-6+7+10-11,2249,0.06,152,8.790000000000001,1.06,2.95,3.31,3.26,3.05,3.58,3.54,5.89,6.98,6.84,6.67,6.8,68.0,100.0,64.0,84.0,62.0,77.0,57.99999999999999,70.0,57.99999999999999,68.0,59.0,69.0
rule+1-3+4-5-6+10,7017,0.19,396,22.89,0.55,1.37,1.87,2.2,2.45,2.5,3.19,3.96,4.54,5.0,5.47,5.59,62.0,100.0,62.0,76.0,59.0,73.0,59.0,71.0,60.0,71.0,60.0,70.0
rule+1-3+4-5+7+10,4326,0.12,230,13.29,0.76,2.15,3.1,3.95,4.34,4.87,3.14,4.77,5.86,6.92,7.51,7.99,66.0,100.0,67.0,82.0,64.0,76.0,63.0,76.0,64.0,70.0,64.0,73.0
rule+1-3+4-5+10-11,9157,0.25,419,24.22,0.62,1.45,1.95,2.26,2.53,2.61,3.19,3.99,4.59,5.06,5.47,5.63,65.0,100.0,64.0,79.0,62.0,75.0,61.0,74.0,63.0,73.0,62.0,72.0
rule+1-3+4-6+7+10,2074,0.06,168,9.71,0.62,2.63,3.79,4.95,5.31,5.58,3.08,5.31,6.87,8.0,8.85,9.24,66.0,100.0,67.0,79.0,62.0,75.0,63.0,73.0,62.0,70.0,64.0,73.0
rule+1-3+4-6+10-11,6518,0.18,384,22.2,0.55,1.53,2.05,2.38,2.6,2.74,3.19,4.03,4.7,5.14,5.6,5.76,64.0,100.0,64.0,77.0,61.0,74.0,61.0,73.0,62.0,73.0,62.0,73.0
rule+1-3+4+7+10-11,4408,0.12,228,13.18,0.77,2.09,2.96,3.85,4.31,4.71,3.27,4.77,5.89,6.85,7.47,7.99,67.0,100.0,67.0,82.0,65.0,76.0,63.0,76.0,64.0,71.0,64.0,74.0
rule+1-3-5-6+7+10,2201,0.06,179,10.35,0.65,2.72,4.0,4.97,5.16,5.56,3.03,5.31,6.9,8.0,8.71,8.96,65.0,100.0,65.0,81.0,63.0,75.0,63.0,74.0,61.0,70.0,63.0,73.0
rule+1-3-5-6+10-11,26673,0.72,537,31.04,0.86,1.07,1.06,1.03,1.14,1.0,3.39,3.58,3.74,3.77,3.94,3.92,65.0,100.0,60.0,78.0,56.99999999999999,71.0,56.99999999999999,69.0,56.00000000000001,68.0,55.00000000000001,67.0
rule+1-3-5+7+10-11,5166,0.13999999999999999,256,14.799999999999999,0.69,2.01,2.93,3.56,3.81,4.34,3.11,4.62,5.69,6.54,6.95,7.38,66.0,100.0,66.0,82.0,64.0,76.0,62.0,75.0,63.0,71.0,64.0,72.0
rule+1-3-6+7+10-11,2401,0.06999999999999999,182,10.52,0.66,2.48,3.59,4.46,4.79,5.1,3.15,5.21,6.67,7.58,8.25,8.65,66.0,100.0,65.0,79.0,62.0,74.0,62.0,74.0,60.0,70.0,62.0,72.0
rule+1+4-5-6+7+10,5989,0.16,261,15.09,0.85,2.54,3.55,4.18,4.45,4.96,3.13,5.18,6.5,7.35,7.7,8.19,64.0,100.0,64.0,83.0,62.0,79.0,61.0,72.0,59.0,70.0,59.0,71.0
rule+1+4-5-6+10-11,10498,0.27999999999999997,442,25.55,0.62,1.65,2.22,2.64,2.83,3.17,3.02,4.1,4.89,5.4,5.78,6.06,63.0,100.0,63.0,78.0,60.0,75.0,60.0,73.0,61.0,72.0,61.0,72.0
rule+1+4-5+7+10-11,8663,0.22999999999999998,317,18.32,1.01,2.39,3.32,3.96,4.27,4.66,3.16,4.95,6.12,6.86,7.31,7.74,68.0,100.0,67.0,83.0,66.0,79.0,61.0,75.0,65.0,74.0,63.0,74.0
rule+1+4-6+7+10-11,5325,0.13999999999999999,239,13.819999999999999,0.81,2.5,3.29,3.93,4.11,4.55,3.13,5.16,6.4,7.09,7.42,7.85,67.0,100.0,64.0,82.0,62.0,79.0,59.0,72.0,60.0,69.0,59.0,70.0
rule+1-5-6+7+10-11,5276,0.13999999999999999,250,14.45,0.83,2.54,3.48,4.06,4.14,4.64,3.1,5.15,6.51,7.19,7.47,7.83,66.0,100.0,64.0,82.0,61.0,79.0,60.0,72.0,60.0,71.0,57.99999999999999,71.0
rule-2-3+4-5-6+10,370131,10.03,1719,99.36,0.26,0.23,0.19,0.12,0.09,0.09,2.47,2.48,2.44,2.37,2.33,2.34,60.0,100.0,57.99999999999999,90.0,57.99999999999999,82.0,56.00000000000001,78.0,56.00000000000001,75.0,56.00000000000001,74.0
rule-2-3+4-5+7+10,44719,1.21,1360,78.61,0.23,0.3,0.22,0.1,-0.06,-0.17,1.9,2.05,2.07,1.98,1.83,1.74,56.00000000000001,100.0,56.99999999999999,81.0,56.00000000000001,76.0,55.00000000000001,71.0,54.0,68.0,52.0,66.0
rule-2-3+4-5+10-11,192554,5.220000000000001,1704,98.5,0.28,0.31,0.33,0.3,0.21,0.13,2.15,2.27,2.33,2.35,2.3,2.23,59.0,100.0,59.0,86.0,59.0,79.0,56.99999999999999,75.0,56.99999999999999,72.0,56.00000000000001,70.0
rule-2-3+4-6+7+10,20600,0.5599999999999999,1166,67.4,0.15,0.23,0.16,0.0,-0.19,-0.25,1.8,1.97,1.98,1.88,1.72,1.59,55.00000000000001,100.0,56.00000000000001,78.0,56.00000000000001,73.0,52.0,69.0,52.0,66.0,51.0,64.0
rule-2-3+4-6+10-11,129042,3.5000000000000004,1684,97.34,0.24,0.29,0.27,0.2,0.1,0.01,2.12,2.27,2.31,2.25,2.21,2.12,59.0,100.0,57.99999999999999,85.0,57.99999999999999,78.0,56.00000000000001,74.0,56.00000000000001,72.0,55.00000000000001,69.0
rule-2-3+4+7+10-11,40529,1.0999999999999999,1324,76.53,0.24,0.33,0.27,0.17,-0.01,-0.13,1.92,2.08,2.13,2.06,1.91,1.79,56.00000000000001,100.0,56.99999999999999,81.0,56.00000000000001,75.0,54.0,72.0,54.0,68.0,53.0,66.0
